origin,destination,mode,estimated_cost,cost_unit,cost_type
Dehradun,Rishikesh,bus,200,per_person_one_way,rough_estimate
Dehradun,Rishikesh,taxi,1000,per_person_one_way,rough_estimate
Dehradun,Rishikesh,train,250,per_person_one_way,rough_estimate
Delhi,Agra,bus,500,per_person_one_way,rough_estimate
Delhi,Agra,taxi,2500,per_person_one_way,rough_estimate
Delhi,Agra,train,500,per_person_one_way,rough_estimate
Delhi,Amritsar,bus,700,per_person_one_way,rough_estimate
Delhi,Amritsar,taxi,2800,per_person_one_way,rough_estimate
Delhi,Amritsar,train,800,per_person_one_way,rough_estimate
Delhi,Haridwar,bus,400,per_person_one_way,rough_estimate
Delhi,Haridwar,taxi,1800,per_person_one_way,rough_estimate
Delhi,Haridwar,train,450,per_person_one_way,rough_estimate
Delhi,Jaipur,bus,500,per_person_one_way,rough_estimate
Delhi,Jaipur,taxi,2500,per_person_one_way,rough_estimate
Delhi,Jaipur,train,600,per_person_one_way,rough_estimate
Delhi,Jodhpur,bus,900,per_person_one_way,rough_estimate
Delhi,Jodhpur,taxi,3500,per_person_one_way,rough_estimate
Delhi,Jodhpur,train,1000,per_person_one_way,rough_estimate
Delhi,Manali,bus,1200,per_person_one_way,rough_estimate
Delhi,Manali,taxi,4500,per_person_one_way,rough_estimate
Delhi,Rishikesh,bus,600,per_person_one_way,rough_estimate
Delhi,Rishikesh,taxi,2500,per_person_one_way,rough_estimate
Delhi,Rishikesh,train,600,per_person_one_way,rough_estimate
Delhi,Shimla,bus,900,per_person_one_way,rough_estimate
Delhi,Shimla,taxi,3500,per_person_one_way,rough_estimate
Delhi,Shimla,train,1000,per_person_one_way,rough_estimate
Delhi,Udaipur,bus,900,per_person_one_way,rough_estimate
Delhi,Udaipur,taxi,3500,per_person_one_way,rough_estimate
Delhi,Udaipur,train,1000,per_person_one_way,rough_estimate
Delhi,Varanasi,bus,900,per_person_one_way,rough_estimate
Delhi,Varanasi,taxi,3500,per_person_one_way,rough_estimate
Delhi,Varanasi,train,1000,per_person_one_way,rough_estimate
Guwahati,Kaziranga,bus,500,per_person_one_way,rough_estimate
Guwahati,Kaziranga,taxi,2200,per_person_one_way,rough_estimate
Guwahati,Kaziranga,train,550,per_person_one_way,rough_estimate
Guwahati,Shillong,bus,300,per_person_one_way,rough_estimate
Guwahati,Shillong,taxi,1400,per_person_one_way,rough_estimate
Guwahati,Shillong,train,350,per_person_one_way,rough_estimate
Guwahati,Tawang,bus,1000,per_person_one_way,rough_estimate
Guwahati,Tawang,taxi,4500,per_person_one_way,rough_estimate
Guwahati,Tawang,train,1200,per_person_one_way,rough_estimate
Hyderabad,Bangalore,bus,900,per_person_one_way,rough_estimate
Hyderabad,Bangalore,flight,3500,per_person_one_way,rough_estimate
Hyderabad,Bangalore,train,800,per_person_one_way,rough_estimate
Hyderabad,Chennai,bus,900,per_person_one_way,rough_estimate
Hyderabad,Chennai,taxi,3500,per_person_one_way,rough_estimate
Hyderabad,Chennai,train,950,per_person_one_way,rough_estimate
Hyderabad,Goa,bus,1000,per_person_one_way,rough_estimate
Hyderabad,Goa,flight,3500,per_person_one_way,rough_estimate
Hyderabad,Goa,train,900,per_person_one_way,rough_estimate
Hyderabad,Hampi,bus,850,per_person_one_way,rough_estimate
Hyderabad,Hampi,taxi,3200,per_person_one_way,rough_estimate
Hyderabad,Hampi,train,900,per_person_one_way,rough_estimate
Hyderabad,Tirupati,bus,600,per_person_one_way,rough_estimate
Hyderabad,Tirupati,taxi,2500,per_person_one_way,rough_estimate
Hyderabad,Tirupati,train,650,per_person_one_way,rough_estimate
Hyderabad,Vijayawada,bus,500,per_person_one_way,rough_estimate
Hyderabad,Vijayawada,taxi,2200,per_person_one_way,rough_estimate
Hyderabad,Vijayawada,train,550,per_person_one_way,rough_estimate
Hyderabad,Visakhapatnam,bus,700,per_person_one_way,rough_estimate
Hyderabad,Visakhapatnam,taxi,3000,per_person_one_way,rough_estimate
Hyderabad,Visakhapatnam,train,750,per_person_one_way,rough_estimate
Indore,Jaipur,bus,800,per_person_one_way,rough_estimate
Indore,Jaipur,taxi,3000,per_person_one_way,rough_estimate
Indore,Jaipur,train,900,per_person_one_way,rough_estimate
Indore,Udaipur,bus,600,per_person_one_way,rough_estimate
Indore,Udaipur,taxi,2400,per_person_one_way,rough_estimate
Indore,Udaipur,train,700,per_person_one_way,rough_estimate
Jaipur,Agra,bus,500,per_person_one_way,rough_estimate
Jaipur,Agra,taxi,2200,per_person_one_way,rough_estimate
Jaipur,Agra,train,600,per_person_one_way,rough_estimate
Jaipur,Delhi,bus,500,per_person_one_way,rough_estimate
Jaipur,Delhi,taxi,2200,per_person_one_way,rough_estimate
Jaipur,Delhi,train,600,per_person_one_way,rough_estimate
Jaipur,Jodhpur,bus,500,per_person_one_way,rough_estimate
Jaipur,Jodhpur,taxi,2200,per_person_one_way,rough_estimate
Jaipur,Jodhpur,train,600,per_person_one_way,rough_estimate
Jaipur,Udaipur,bus,600,per_person_one_way,rough_estimate
Jaipur,Udaipur,taxi,2500,per_person_one_way,rough_estimate
Jaipur,Udaipur,train,700,per_person_one_way,rough_estimate
Kochi,Alappuzha,bus,150,per_person_one_way,rough_estimate
Kochi,Alappuzha,taxi,900,per_person_one_way,rough_estimate
Kochi,Alappuzha,train,150,per_person_one_way,rough_estimate
Kochi,Kovalam,bus,400,per_person_one_way,rough_estimate
Kochi,Kovalam,taxi,1800,per_person_one_way,rough_estimate
Kochi,Kovalam,train,450,per_person_one_way,rough_estimate
Kochi,Kozhikode,bus,300,per_person_one_way,rough_estimate
Kochi,Kozhikode,taxi,1400,per_person_one_way,rough_estimate
Kochi,Kozhikode,train,350,per_person_one_way,rough_estimate
Kochi,Kumarakom,bus,250,per_person_one_way,rough_estimate
Kochi,Kumarakom,taxi,1200,per_person_one_way,rough_estimate
Kochi,Kumarakom,train,300,per_person_one_way,rough_estimate
Kochi,Munnar,bus,300,per_person_one_way,rough_estimate
Kochi,Munnar,taxi,1800,per_person_one_way,rough_estimate
Kochi,Thekkady,bus,500,per_person_one_way,rough_estimate
Kochi,Thekkady,taxi,2200,per_person_one_way,rough_estimate
Kochi,Thekkady,train,550,per_person_one_way,rough_estimate
Kochi,Varkala,bus,350,per_person_one_way,rough_estimate
Kochi,Varkala,taxi,1600,per_person_one_way,rough_estimate
Kochi,Varkala,train,400,per_person_one_way,rough_estimate
Kochi,Wayanad,bus,500,per_person_one_way,rough_estimate
Kochi,Wayanad,taxi,2200,per_person_one_way,rough_estimate
Kochi,Wayanad,train,550,per_person_one_way,rough_estimate
Kolkata,Bhubaneswar,bus,500,per_person_one_way,rough_estimate
Kolkata,Bhubaneswar,taxi,2200,per_person_one_way,rough_estimate
Kolkata,Bhubaneswar,train,550,per_person_one_way,rough_estimate
Kolkata,Darjeeling,bus,700,per_person_one_way,rough_estimate
Kolkata,Darjeeling,taxi,3500,per_person_one_way,rough_estimate
Kolkata,Darjeeling,train,600,per_person_one_way,rough_estimate
Kolkata,Digha,bus,350,per_person_one_way,rough_estimate
Kolkata,Digha,taxi,1600,per_person_one_way,rough_estimate
Kolkata,Digha,train,400,per_person_one_way,rough_estimate
Kolkata,Gangtok,bus,900,per_person_one_way,rough_estimate
Kolkata,Gangtok,taxi,4000,per_person_one_way,rough_estimate
Kolkata,Gangtok,train,1000,per_person_one_way,rough_estimate
Kolkata,Puri,bus,500,per_person_one_way,rough_estimate
Kolkata,Puri,taxi,2500,per_person_one_way,rough_estimate
Kolkata,Puri,train,500,per_person_one_way,rough_estimate
Kolkata,Siliguri,bus,700,per_person_one_way,rough_estimate
Kolkata,Siliguri,taxi,3000,per_person_one_way,rough_estimate
Kolkata,Siliguri,train,750,per_person_one_way,rough_estimate
Lucknow,Agra,bus,600,per_person_one_way,rough_estimate
Lucknow,Agra,taxi,2500,per_person_one_way,rough_estimate
Lucknow,Agra,train,700,per_person_one_way,rough_estimate
Lucknow,Ayodhya,bus,300,per_person_one_way,rough_estimate
Lucknow,Ayodhya,taxi,1400,per_person_one_way,rough_estimate
Lucknow,Ayodhya,train,350,per_person_one_way,rough_estimate
Lucknow,Nainital,bus,700,per_person_one_way,rough_estimate
Lucknow,Nainital,taxi,2800,per_person_one_way,rough_estimate
Lucknow,Nainital,train,800,per_person_one_way,rough_estimate
Madurai,Kanyakumari,bus,400,per_person_one_way,rough_estimate
Madurai,Kanyakumari,taxi,1800,per_person_one_way,rough_estimate
Madurai,Kanyakumari,train,450,per_person_one_way,rough_estimate
Madurai,Kodaikanal,bus,300,per_person_one_way,rough_estimate
Madurai,Kodaikanal,taxi,1400,per_person_one_way,rough_estimate
Madurai,Kodaikanal,train,350,per_person_one_way,rough_estimate
Madurai,Munnar,bus,500,per_person_one_way,rough_estimate
Madurai,Munnar,taxi,2200,per_person_one_way,rough_estimate
Madurai,Munnar,train,550,per_person_one_way,rough_estimate
Madurai,Rameswaram,bus,300,per_person_one_way,rough_estimate
Madurai,Rameswaram,taxi,1400,per_person_one_way,rough_estimate
Madurai,Rameswaram,train,350,per_person_one_way,rough_estimate
Madurai,Trichy,bus,250,per_person_one_way,rough_estimate
Madurai,Trichy,taxi,1200,per_person_one_way,rough_estimate
Madurai,Trichy,train,300,per_person_one_way,rough_estimate
Mumbai,Alibaug,bus,300,per_person_one_way,rough_estimate
Mumbai,Alibaug,taxi,1400,per_person_one_way,rough_estimate
Mumbai,Alibaug,train,350,per_person_one_way,rough_estimate
Mumbai,Aurangabad,bus,600,per_person_one_way,rough_estimate
Mumbai,Aurangabad,taxi,2500,per_person_one_way,rough_estimate
Mumbai,Aurangabad,train,650,per_person_one_way,rough_estimate
Mumbai,Goa,bus,1200,per_person_one_way,rough_estimate
Mumbai,Goa,flight,3500,per_person_one_way,rough_estimate
Mumbai,Goa,train,1000,per_person_one_way,rough_estimate
Mumbai,Kolhapur,bus,500,per_person_one_way,rough_estimate
Mumbai,Kolhapur,taxi,2200,per_person_one_way,rough_estimate
Mumbai,Kolhapur,train,550,per_person_one_way,rough_estimate
Mumbai,Lonavala,bus,300,per_person_one_way,rough_estimate
Mumbai,Lonavala,taxi,1400,per_person_one_way,rough_estimate
Mumbai,Lonavala,train,350,per_person_one_way,rough_estimate
Mumbai,Mahabaleshwar,bus,500,per_person_one_way,rough_estimate
Mumbai,Mahabaleshwar,taxi,2200,per_person_one_way,rough_estimate
Mumbai,Mahabaleshwar,train,550,per_person_one_way,rough_estimate
Mumbai,Nashik,bus,400,per_person_one_way,rough_estimate
Mumbai,Nashik,taxi,1800,per_person_one_way,rough_estimate
Mumbai,Nashik,train,350,per_person_one_way,rough_estimate
Mumbai,Pune,bus,500,per_person_one_way,rough_estimate
Mumbai,Pune,taxi,1800,per_person_one_way,rough_estimate
Mumbai,Pune,train,400,per_person_one_way,rough_estimate
Patna,Bodh Gaya,bus,250,per_person_one_way,rough_estimate
Patna,Bodh Gaya,taxi,1200,per_person_one_way,rough_estimate
Patna,Bodh Gaya,train,300,per_person_one_way,rough_estimate
Patna,Varanasi,bus,450,per_person_one_way,rough_estimate
Patna,Varanasi,taxi,1800,per_person_one_way,rough_estimate
Patna,Varanasi,train,500,per_person_one_way,rough_estimate
Pune,Aurangabad,bus,400,per_person_one_way,rough_estimate
Pune,Aurangabad,taxi,1800,per_person_one_way,rough_estimate
Pune,Aurangabad,train,450,per_person_one_way,rough_estimate
Pune,Goa,bus,900,per_person_one_way,rough_estimate
Pune,Goa,taxi,3200,per_person_one_way,rough_estimate
Pune,Goa,train,1000,per_person_one_way,rough_estimate
Pune,Mahabaleshwar,bus,400,per_person_one_way,rough_estimate
Pune,Mahabaleshwar,taxi,1800,per_person_one_way,rough_estimate
Pune,Mahabaleshwar,train,450,per_person_one_way,rough_estimate
Pune,Mumbai,bus,500,per_person_one_way,rough_estimate
Pune,Mumbai,taxi,1800,per_person_one_way,rough_estimate
Pune,Mumbai,train,550,per_person_one_way,rough_estimate
Pune,Nashik,bus,400,per_person_one_way,rough_estimate
Pune,Nashik,taxi,1800,per_person_one_way,rough_estimate
Pune,Nashik,train,450,per_person_one_way,rough_estimate
Ranchi,Jamshedpur,bus,250,per_person_one_way,rough_estimate
Ranchi,Jamshedpur,taxi,1200,per_person_one_way,rough_estimate
Ranchi,Jamshedpur,train,300,per_person_one_way,rough_estimate
Ranchi,Netarhat,bus,400,per_person_one_way,rough_estimate
Ranchi,Netarhat,taxi,1800,per_person_one_way,rough_estimate
Ranchi,Netarhat,train,450,per_person_one_way,rough_estimate
Srinagar,Gulmarg,bus,300,per_person_one_way,rough_estimate
Srinagar,Gulmarg,taxi,1500,per_person_one_way,rough_estimate
Srinagar,Gulmarg,train,350,per_person_one_way,rough_estimate
Srinagar,Pahalgam,bus,400,per_person_one_way,rough_estimate
Srinagar,Pahalgam,taxi,1800,per_person_one_way,rough_estimate
Srinagar,Pahalgam,train,450,per_person_one_way,rough_estimate
Srinagar,Sonamarg,bus,300,per_person_one_way,rough_estimate
Srinagar,Sonamarg,taxi,1500,per_person_one_way,rough_estimate
Srinagar,Sonamarg,train,350,per_person_one_way,rough_estimate
Thiruvananthapuram,Kanyakumari,bus,250,per_person_one_way,rough_estimate
Thiruvananthapuram,Kanyakumari,taxi,1200,per_person_one_way,rough_estimate
Thiruvananthapuram,Kanyakumari,train,300,per_person_one_way,rough_estimate
Thiruvananthapuram,Kollam,bus,200,per_person_one_way,rough_estimate
Thiruvananthapuram,Kollam,taxi,1000,per_person_one_way,rough_estimate
Thiruvananthapuram,Kollam,train,250,per_person_one_way,rough_estimate
Thiruvananthapuram,Varkala,bus,150,per_person_one_way,rough_estimate
Thiruvananthapuram,Varkala,taxi,800,per_person_one_way,rough_estimate
Thiruvananthapuram,Varkala,train,200,per_person_one_way,rough_estimate
Varanasi,Ayodhya,bus,400,per_person_one_way,rough_estimate
Varanasi,Ayodhya,taxi,1800,per_person_one_way,rough_estimate
Varanasi,Ayodhya,train,450,per_person_one_way,rough_estimate
Varanasi,Lucknow,bus,500,per_person_one_way,rough_estimate
Varanasi,Lucknow,taxi,2200,per_person_one_way,rough_estimate
Varanasi,Lucknow,train,600,per_person_one_way,rough_estimate
Varanasi,Prayagraj,bus,300,per_person_one_way,rough_estimate
Varanasi,Prayagraj,taxi,1400,per_person_one_way,rough_estimate
Varanasi,Prayagraj,train,350,per_person_one_way,rough_estimate
